GRUPO;NOMBRE GIRA;AÑO;MES;MERCADO;PAÍS;CIUDAD;RECINTO;CAPACIDAD;ENTRADA MÁS BARATA;ENTRADA MÁS CARA
BTS;"BTS World Tour ""Love Yourself: Speak Yourself"" ";2019;10;Corea del Sur;Corea del Sur;Seúl;Olympic Stadium ;69950;77;77
TWICE;"TWICE 3th World Tour ""TWICELIGHTS""";2019;6;Sudeste Asiático;Tailandia;Bangkok;Impact Arena;12000;83;176
TWICE;"TWICE 3th World Tour ""TWICELIGHTS""";2019;6;Sudeste Asiático;Filipinas;Manila;Mall Of Asia Arena;20000;27;221
TWICE;"TWICE 3th World Tour ""TWICELIGHTS""";2019;7;Sudeste Asiático;Singapur ;Singapur;Singapore Indoor Stadium;12000;128;219
aespa;"1st Live Tour ""Synk: Hyper Line""";2023;8;Estados Unidos;Estados Unidos;Dallas;The Pavilion At Toyota Music Factory;2500; Sin datos ; Sin datos 
aespa;"1st Live Tour ""Synk: Hyper Line""";2023;8;Estados Unidos;Estados Unidos;Miami;James L. Knight Center;4605; Sin datos ; Sin datos 
TWICE;"TWICE 3th World Tour ""TWICELIGHTS""";2019;7;Estados Unidos ;Estados Unidos;Los Ángeles;The Forum;17505;50;200
aespa;"1st Live Tour ""Synk: Hyper Line""";2023;8;Estados Unidos;Estados Unidos;Washington D. C.;The Theater At MGM National Harbor;3000; Sin datos ; Sin datos 
aespa;"1st Live Tour ""Synk: Hyper Line""";2023;8;Estados Unidos;Estados Unidos;Chicago;Rosemont Theatre;4400; Sin datos ; Sin datos 
aespa;"1st Live Tour ""Synk: Hyper Line""";2023;9;Estados Unidos;Estados Unidos;Boston;MGM Music Hall;5009; Sin datos ; Sin datos 
aespa;"1st Live Tour ""Synk: Hyper Line""";2023;9;Estados Unidos;Estados Unidos;Nueva York;Barclays Center;15795; Sin datos ; Sin datos 
TWICE;"TWICE 3th World Tour ""TWICELIGHTS""";2019;7;México;México;Ciudad de México;Palacio De Los Deportes;17800;53;279
TWICE;"TWICE 3th World Tour ""TWICELIGHTS""";2019;7;Estados Unidos ;Estados Unidos;Newark;Prudential Center;16755;50;200
TWICE;"TWICE 3th World Tour ""TWICELIGHTS""";2019;7;Estados Unidos ;Estados Unidos;Chicago;Wintrust Arena;10387;50;200
aespa;"1st Live Tour ""Synk: Hyper Line""";2023;9;Europa;Alemania;Berlín;Columbiahalle;4900; Sin datos ; Sin datos 
TWICE;"TWICE 3th World Tour ""TWICELIGHTS""";2019;8;Sudeste Asiático;Malasia;Kuala Lumpur;Axiata Arena;16000;88;180
SEVENTEEN;"SEVENTEEN Japan Tour ""Haru"" ";2019;4;Japón ;Japón;Fukoaka;Marine Messe Fukuoka;15000;27;75
SEVENTEEN;"SEVENTEEN Japan Tour ""Haru"" ";2019;4;Japón ;Japón;Shizuoka;Shizuoka Ecopa Arena;10000;27;75
SEVENTEEN;"SEVENTEEN Japan Tour ""Haru"" ";2019;4;Japón ;Japón;Saitama;Saitama Super Arena;37000;27;75
aespa;"2nd Live Tour ""Synk: Parallel Line""";2024;7;Japón;Japón;Fukuoka;Marine Messe Fukuoka;10000; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2024;7;Japón;Japón;Nagoya;Aichi Sky Expo;20000; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2024;7;Japón;Japón;Nagoya;Aichi Sky Expo;20000; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2024;7;Japón;Japón;Saitama;Saitama Super Arena;36500; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2024;7;Japón;Japón;Saitama;Saitama Super Arena;36500; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2024;7;Sudeste asiático;Singapur;Singapur;Singapore Indoor Stadium;12000; $140,00 ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2024;7;Japón;Japón;Osaka;Asue Arena Osaka;16000; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2024;7;Japón;Japón;Osaka;Asue Arena Osaka;16000; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2024;7;Japón;Japón;Fukuoka;Marine Messe Fukuoka;10000; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2024;7;Japón;Japón;Fukuoka;Marine Messe Fukuoka;10000; Sin datos ; Sin datos 
SEVENTEEN;"SEVENTEEN Japan Tour ""Haru"" ";2019;4;Japón ;Japón;Tokio;Makuhari Messe Internacional Exhibition Hall 9;9000;27;75
SEVENTEEN;"SEVENTEEN Japan Tour ""Haru"" ";2019;4;Japón ;Japón;Osaka;Osaka Jo Hall;16000;27;75
SEVENTEEN;"SEVENTEEN World Tour ""Ode To You""";2019;8;Corea del Sur;Corea del Sur;Seúl;Olympic Park Kespo Dome;15000;85;85
SEVENTEEN;"SEVENTEEN World Tour ""Ode To You""";2019;9;Corea del Sur;Corea del Sur;Seúl;Olympic Park Kespo Dome;15000;85;85
SEVENTEEN;"SEVENTEEN World Tour ""Ode To You""";2019;11;Sudeste Asiático;Indonesia;Yakarta;Istora Senayan Jakarta;15000;59;148
aespa;"2nd Live Tour ""Synk: Parallel Line""";2024;8;Japón;Japón;Tokio;Tokyo Dome;55000; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2024;8;Japón;Japón;Tokio;Tokyo Dome;55000; Sin datos ; Sin datos 
SEVENTEEN;"SEVENTEEN World Tour ""Ode To You""";2019;11;Sudeste Asiático;Tailandia ;Bangkok;Thunder Dome;15000;74;173
aespa;"2nd Live Tour ""Synk: Parallel Line""";2024;8;Oceanía;Australia;Sídney;Qudos Bank Arena;16000; $90,00 ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2024;8;Oceanía;Australia;Sídney;Qudos Bank Arena;16000; $90,00 ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2024;9;Oceanía;Australia;Melbourne;Rod Laver Arena;15000; $115,00 ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2024;9;China;China;Macao;Macau Studio City Event Centre;5000; $899,00 ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2024;9;China;China;Macao;Macau Studio City Event Centre;5000; $900,00 ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2024;9;Sudeste asiático;Tailandia;Bangkok;Impact Arena;12000; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2024;9;Sudeste asiático;Tailandia;Bangkok;Impact Arena;12000; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2025;1;Estados Unidos;Estados Unidos;Kent;accesso ShoWare Center;7300; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2025;1;Estados Unidos;Estados Unidos;Oakland;Oakland Arena;19596; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2025;2;Estados Unidos;Estados Unidos;Inglewood;Kia Forum;17505; Sin datos ; Sin datos 
Stray Kids;District 9 : Unlock;2020;1;Estados Unidos;Estados Unidos;Nueva York;Hulu Theater;5500;69;199
aespa;"2nd Live Tour ""Synk: Parallel Line""";2025;2;Estados Unidos;Estados Unidos;Orlando;Kia Center;20000; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2025;2;Estados Unidos;Estados Unidos;Charlotte;Spectrum Center;19077; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2025;2;Estados Unidos;Estados Unidos;Newark;Prudential Center;19500; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2025;2;América del Norte;Canadá;Toronto;Scotiabank Arena;19800; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2025;2;Estados Unidos;Estados Unidos;Chicago;United Center;23500; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2025;3;Europa;Inglaterra;Londres;OVO Arena Wembley;12500; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2025;3;Europa;Francia;París;Zénith Paris;6293; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2025;3;Europa;Países Bajos;Ámsterdam;AFAS Live;6000; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2025;3;Europa;Alemania;Fráncfort del Meno;myticket Jahrhunderthalle;4800; Sin datos ; Sin datos 
aespa;"2nd Live Tour ""Synk: Parallel Line""";2025;3;Europa;España;Madrid;Movistar Arena;16522; Sin datos ; Sin datos 
Stray Kids;District 9 : Unlock;2020;2;Estados Unidos;Estados Unidos;Atlanta;Fox Theater;5048;69;199
Stray Kids;District 9 : Unlock;2020;2;Estados Unidos;Estados Unidos;Dallas;The Theatre at grand prairie;6350;69;199
Stray Kids;District 9 : Unlock;2020;2;Estados Unidos;Estados Unidos;Chicago;Rosemont Theater;4400;69;199
Stray Kids;District 9 : Unlock;2020;2;Estados Unidos;Estados Unidos;Miami;Watsco Center;8000;69;199
Stray Kids;District 9 : Unlock;2020;2;Estados Unidos;Estados Unidos;Phoenix;Comerica Theater;5000;69;199
Stray Kids;District 9 : Unlock;2020;2;Estados Unidos;Estados Unidos;San José;Provident Credit Union Event Center;6000;69;199
Stray Kids;District 9 : Unlock;2020;2;Estados Unidos;Estados Unidos;Los Ángeles;Microsoft Theater;7100;69;199
Super Junior;Beyond The Super Show;2020;5;Corea del Sur;Corea del Sur;Seúl;Beyond Live;Ilimitada;30;30
SEVENTEEN;"SEVENTEEN World Tour ""Ode To You""";2020;1;Estados Unidos ;Estados Unidos;New Jersey;Prudential Center Newark NJ;16755;55;425
SEVENTEEN;"SEVENTEEN World Tour ""Ode To You""";2020;1;Estados Unidos ;Estados Unidos;Chicago;United Center;23500;55;425
SEVENTEEN;"SEVENTEEN World Tour ""Ode To You""";2020;1;Estados Unidos ;Estados Unidos;Dallas;Toyota Music Factory;8000;55;425
SEVENTEEN;"SEVENTEEN World Tour ""Ode To You""";2020;1;Estados Unidos ;Estados Unidos;Houston;Smart Financial Centre;6400;55;425
SEVENTEEN;"SEVENTEEN World Tour ""Ode To You""";2020;1;México;México;Ciudad de México;Palacio de los Deportes;26000;45;186
SEVENTEEN;"SEVENTEEN World Tour ""Ode To You""";2020;1;Estados Unidos ;Estados Unidos;Los Ángeles;The Forum;17505;55;425
SEVENTEEN;"SEVENTEEN World Tour ""Ode To You""";2020;1;Estados Unidos ;Estados Unidos;San José;SAP Center;17562;55;425
SEVENTEEN;"SEVENTEEN World Tour ""Ode To You""";2020;1;Estados Unidos ;Estados Unidos;Seattle;ShoWare Center ;6500;55;425
SEVENTEEN;"SEVENTEEN World Tour ""Ode To You""";2020;1;Sudeste Asiático;Filipinas;Manila ;Mall of Asia Arena;20000;35;265
BTS;"BTS Offline Concert ""BTS PERMISSION TO DANCE ON STAGE - LA""";2021;11;Estados Unidos ;Estados Unidos ;Los Ángeles;SoFi Stadium ;70000;60;450
BTS;"BTS Offline Concert ""BTS PERMISSION TO DANCE ON STAGE - LA""";2021;12;Estados Unidos ;Estados Unidos ;Los Ángeles;SoFi Stadium ;70000;60;450
Stray Kids;" 2nd World Tour ""Maniac""";2022;4;Corea del Sur;Corea del Sur;Seúl;Jamsil Indoor Stadium;13409;110;130
Stray Kids;" 2nd World Tour ""Maniac""";2022;4;Corea del Sur;Corea del Sur;Seúl;Jamsil Indoor Stadium;14409;110;130
Stray Kids;" 2nd World Tour ""Maniac""";2022;5;Corea del Sur;Corea del Sur;Seúl;Jamsil Indoor Stadium;15409;110;130
Stray Kids;" 2nd World Tour ""Maniac""";2022;6;Japón;Japón;Tokio;Yoyogi National Stadium 1st Gymnasium;13000;90;110
Stray Kids;" 2nd World Tour ""Maniac""";2022;6;Japón;Japón;Tokio;Yoyogi National Stadium 1st Gymnasium;19000;90;110
Stray Kids;" 2nd World Tour ""Maniac""";2022;6;Estados Unidos;Estados Unidos;Newark;Prudential Center;19000;50;320
Stray Kids;" 2nd World Tour ""Maniac""";2022;6;Estados Unidos;Estados Unidos;Newark;Prudential Center;23500;50;320
Stray Kids;" 2nd World Tour ""Maniac""";2022;7;Estados Unidos;Estados Unidos;Chicago;United Center;21000;50;320
Stray Kids;" 2nd World Tour ""Maniac""";2022;7;Estados Unidos;Estados Unidos;Atlanta;State Farm Arena;14000;50;320
Stray Kids;" 2nd World Tour ""Maniac""";2022;7;Estados Unidos;Estados Unidos;Fort Worth;Dickies Arena;17500;50;320
Stray Kids;" 2nd World Tour ""Maniac""";2022;7;Estados Unidos;Estados Unidos;Los Ángeles;Kia Forum;17500;50;320
Stray Kids;" 2nd World Tour ""Maniac""";2022;7;Estados Unidos;Estados Unidos;Los Ángeles;Kia Forum;19596;50;320
Stray Kids;" 2nd World Tour ""Maniac""";2022;7;Estados Unidos;Estados Unidos;Oakland;Oakland Arena;18000;50;320
Stray Kids;" 2nd World Tour ""Maniac""";2022;7;Estados Unidos;Estados Unidos;Seattle;Climate Pledge Arena;18000;50;320
Stray Kids;" 2nd World Tour ""Maniac""";2022;7;Estados Unidos;Estados Unidos;Seattle;Climate Pledge Arena;18900;50;320
Stray Kids;" 2nd World Tour ""Maniac""";2022;7;Estados Unidos;Estados Unidos;Anaheim;Honda Center;18900;50;320
Stray Kids;" 2nd World Tour ""Maniac""";2022;7;Estados Unidos;Estados Unidos;Anaheim;Honda Center;13000;50;320
Stray Kids;" 2nd World Tour ""Maniac""";2022;9;Corea del Sur;Corea del Sur;Seúl;KSPO Dome;15000;110;130
Stray Kids;" 2nd World Tour ""Maniac""";2022;9;Corea del Sur;Corea del Sur;Seúl;KSPO Dome;15000;110;130
Stray Kids;" 2nd World Tour ""Maniac""";2022;11;Sudeste asiático;Indonesia;Yakarta;Beach City International Stadium;15000;95;235
Stray Kids;" 2nd World Tour ""Maniac""";2022;11;Sudeste asiático;Indonesia;Yakarta;Beach City International Stadium;15000;95;235
I-DLE;Just Me ()IDLE;2022;6;Corea del Sur;Corea del Sur;Seúl;Olympic Park Hall;2452;80;120
I-DLE;Just Me ()IDLE;2022;6;Corea del Sur;Corea del Sur;Seúl;Olympic Park Hall;2452;80;120
I-DLE;Just Me ()IDLE;2022;6;Corea del Sur;Corea del Sur;Seúl;Olympic Park Hall;2452;80;120
I-DLE;Just Me ()IDLE;2022;7;Estados Unidos;Estados Unidos;Los Ángeles;The Novo;2400;80;180
I-DLE;Just Me ()IDLE;2022;7;Estados Unidos;Estados Unidos;San Francisco;The Warfield;2300;80;180
I-DLE;Just Me ()IDLE;2022;7;Estados Unidos;Estados Unidos;Seattle;Showbox Sodo;1200;80;180
I-DLE;I-DOL;2024;8;Corea del Sur;Corea del Sur;Seúl;KSPO Dome;15000; Sin datos ; $120,00 
I-DLE;Just Me ()IDLE;2022;7;Estados Unidos;Estados Unidos;Dallas;The Factory In Deep Ellum;4000;80;180
I-DLE;Just Me ()IDLE;2022;8;Estados Unidos;Estados Unidos;Houston;Hobby Center;2650;80;180
I-DLE;Just Me ()IDLE;2022;8;Estados Unidos;Estados Unidos;Chicago;Radius;3500;80;180
I-DLE;I-DOL;2024;9;Japón;Japón;Tokio;Ariake Arena;15000; Sin datos ; Sin datos 
I-DLE;Just Me ()IDLE;2022;8;Estados Unidos;Estados Unidos;Nueva York;Terminal 5;3000;80;180
I-DLE;I-DOL;2024;9;Estados Unidos;Estados Unidos;Oakland;Oakland Arena;19000; Sin datos ; Sin datos 
I-DLE;I-DOL;2024;9;Estados Unidos;Estados Unidos;Anaheim;Honda Center;18000; Sin datos ; Sin datos 
I-DLE;I-DOL;2024;9;Estados Unidos;Estados Unidos;Houston;Toyota Center;18000; Sin datos ; Sin datos 
I-DLE;I-DOL;2024;9;Estados Unidos;Estados Unidos;Rosemont;Allstate Arena;18500; Sin datos ; Sin datos 
I-DLE;I-DOL;2024;9;Estados Unidos;Estados Unidos;Belmont Park, Colwood;UBS Arena;19000; Sin datos ; Sin datos 
I-DLE;Just Me ()IDLE;2022;8;Estados Unidos;Estados Unidos;Atlanta;Cobb Energy Perfoming Arts Centre;2750;80;180
I-DLE;Just Me ()IDLE;2022;8;América Latina;Chile;Santiago de Chile;Teatro Caupolicán;7000;48;183
I-DLE;Just Me ()IDLE;2022;8;México;México;Ciudad de México;Pepsi Center;8000;72;216
I-DLE;Just Me ()IDLE;2022;8;México;México;Monterrey;Show Center Complex;4500;72;216
I-DLE;Just Me ()IDLE;2022;8;Sudeste asiático;Tailandia;Bangkok;Thunder Dome;7000;70;190
I-DLE;Just Me ()IDLE;2022;8;Sudeste asiático;Indonesia;Yakarta;The Kasablanka;4000;60;150
I-DLE;Just Me ()IDLE;2022;9;Sudeste asiático;Malasia;Kuala Lumpur;Zepp Kuala Lumpur;2000;60;150
Super Junior;Super Show 1;2008;2;Corea del Sur;Corea del Sur;Seúl;Olympic Fencing Gymnasium;6341; Sin datos ; Sin datos 
Super Junior;Super Show 1;2008;7;Sudeste asiático;Tailandia;Bangkok;Impact Arena;12000; Sin datos ; Sin datos 
Super Junior;Super Show 1;2008;11;China;China;Shanghái;Shanghai Grand Stage;10000; Sin datos ; Sin datos 
Super Junior;Super Show 1;2009;1;Corea del Sur;Corea del Sur;Seúl;Olympic Fencing Gymnasium;6341; Sin datos ; Sin datos 
Super Junior;Super Show 1;2009;1;China;China;Nankín;Nanjing Olympic Sports Center Gymnasium;13000; Sin datos ; Sin datos 
Super Junior;Super Show 1;2009;3;China;China;Chengdu;Chengdu Longquanyi Football Stadium;27000; Sin datos ; Sin datos 
Super Junior;Super Show 2;2009;7;Corea del Sur;Corea del Sur;Seúl;Olympic Fencing Gymnasium;6341; Sin datos ; Sin datos 
Super Junior;Super Show 2;2009;9;China;China;Hong Kong;Asia World Arena;14000; Sin datos ; Sin datos 
Super Junior;Super Show 2;2009;10;China;China;Shanghái;Yuanshen Sports Centre Stadium;14000; Sin datos ; Sin datos 
Super Junior;Super Show 2;2009;11;Sudeste asiático;Tailandia;Bangkok;Impact Arena;12000; Sin datos ; Sin datos 
Super Junior;Super Show 2;2009;12;China;China;Nankín;Nanjing Olympic Sports Center Gymnasium;13000; Sin datos ; Sin datos 
Super Junior;Super Show 2;2010;1;China;China;Pekín;Wukesong Culture & Sports Center;19000; Sin datos ; Sin datos 
Super Junior;Super Show 2;2010;2;China;Taiwán;Taipéi;Taipei Arena;15000; Sin datos ; Sin datos 
Super Junior;Super Show 2;2010;3;China;China;Shanghái;Shanghai Indoor Stadium;13000; Sin datos ; Sin datos 
Super Junior;Super Show 2;2010;3;Sudeste asiático;Malasia;Kuala Lumpur;Putra Indoor Stadium;10000; Sin datos ; Sin datos 
Super Junior;Super Show 2;2010;4;Sudeste asiático;Filipinas;Manila;Araneta Coliseum;16500; Sin datos ; Sin datos 
Super Junior;Super Show 3;2010;8;Corea del Sur;Corea del Sur;Seúl;Olympic Gymnastics Arena;15000; Sin datos ; Sin datos 
Super Junior;Super Show 3;2010;8;China;China;Qingdao;Guoxin Gymnasium;7000; Sin datos ; Sin datos 
Super Junior;Super Show 3;2010;10;China;China;Pekín;Capital Indoor Stadium;17340; Sin datos ; Sin datos 
Super Junior;Super Show 3;2010;11;China;China;Nankín;Nanjing Olympic Sports Center Gymnasium;13000; Sin datos ; Sin datos 
Super Junior;Super Show 3;2010;12;China;China;Cantón;Yuexiushan Stadium;18000; Sin datos ; Sin datos 
Super Junior;Super Show 3;2011;1;Sudeste asiático;Tailandia;Bangkok;Impact Arena;12000; Sin datos ; Sin datos 
Super Junior;Super Show 3;2011;1;Sudeste asiático;Singapur;Singapur;Singapore Indoor Stadium;12000; Sin datos ; Sin datos 
Super Junior;Super Show 3;2011;2;Japón;Japón;Yokohama;Yokohama Arena;17000; Sin datos ; Sin datos 
Super Junior;Super Show 3;2011;2;Sudeste asiático;Filipinas;Manila;Araneta Coliseum;16500; Sin datos ; Sin datos 
Super Junior;Super Show 3;2011;3;China;Taiwán;Taipéi;Taipei Arena;15000; Sin datos ; Sin datos 
Super Junior;Super Show 3;2011;3;Sudeste asiático;Malasia;Kuala Lumpur;Putra Indoor Stadium;10000; Sin datos ; Sin datos 
Super Junior;Super Show 3;2011;5;Sudeste asiático;Vietnam;Binh Duong;Go Dau Stadium;18000; Sin datos ; Sin datos 
Super Junior;Super Show 4;2011;11;Corea del Sur;Corea del Sur;Seúl;Olympic Gymnastics Arena;15000; Sin datos ; Sin datos 
Super Junior;Super Show 4;2011;12;Japón;Japón;Osaka;Kyocera Dome;55000; Sin datos ; Sin datos 
Super Junior;Super Show 4;2012;2;China;Taiwán;Taipéi;Taipei Arena;15000; Sin datos ; Sin datos 
Super Junior;Super Show 4;2012;2;Sudeste asiático;Singapur;Kallang;Singapore Indoor Stadium;12000; Sin datos ; Sin datos 
Super Junior;Super Show 4;2012;3;China;China;Macao;Cotai Arena;14000; Sin datos ; Sin datos 
Super Junior;Super Show 4;2012;3;Sudeste asiático;Tailandia;Bangkok;Impact Arena;12000; Sin datos ; Sin datos 
Super Junior;Super Show 4;2012;4;Europa;Francia;París;Zénith de Paris;6804; Sin datos ; Sin datos 
Super Junior;Super Show 4;2012;4;China;China;Shanghái;Mercedes-Benz Arena;17000; Sin datos ; Sin datos 
Super Junior;Super Show 4;2012;4;Sudeste asiático;Indonesia;Yakarta;Mata Elang International Stadium;20053; Sin datos ; Sin datos 
Super Junior;Super Show 4;2012;5;Japón;Japón;Tokio;Tokyo Dome;55000; Sin datos ; Sin datos 
Super Junior;Super Show 4;2012;5;Corea del Sur;Corea del Sur;Seúl;Olympic Gymnastics Arena;15000; Sin datos ; Sin datos 
Super Junior;Super Show 5;2013;3;Corea del Sur;Corea del Sur;Seúl;Olympic Gymnastics Arena;15000; Sin datos ; Sin datos 
Super Junior;Super Show 5;2013;4;Brasil;Brasil;São Paulo;Credicard Hall;7000; Sin datos ; Sin datos 
Super Junior;Super Show 5;2013;4;América Latina;Argentina;Buenos Aires;Luna Park;8400; Sin datos ; Sin datos 
Super Junior;Super Show 5;2013;4;América Latina;Chile;Santiago de Chile;Movistar Arena;16522; Sin datos ; Sin datos 
Super Junior;Super Show 5;2013;4;América Latina;Perú;Lima;Jockey Club del Perú;25000; Sin datos ; Sin datos 
Super Junior;Super Show 5;2013;6;Sudeste asiático;Indonesia;Yakarta;Mata Elang International Stadium;20053; Sin datos ; Sin datos 
Super Junior;Super Show 5;2013;6;China;China;Hong Kong;Asia World Arena;14000; Sin datos ; Sin datos 
Super Junior;Super Show 5;2013;7;Sudeste asiático;Singapur;Kallang;Singapore Indoor Stadium;12000; Sin datos ; Sin datos 
Super Junior;Super Show 5;2013;7;Japón;Japón;Tokio;Tokyo Dome;55000; Sin datos ; Sin datos 
Super Junior;Super Show 5;2013;8;Sudeste asiático;Tailandia;Bangkok;Impact Arena;12000; Sin datos ; Sin datos 
Super Junior;Super Show 5;2013;8;China;Taiwán;Taipéi;Taipei Arena;15000; Sin datos ; Sin datos 
Super Junior;Super Show 5;2013;8;China;China;Shanghái;Mercedes-Benz Arena;17000; Sin datos ; Sin datos 
Super Junior;Super Show 5;2013;9;China;China;Cantón;Guangzhou International Sports Arena;18000; Sin datos ; Sin datos 
Super Junior;Super Show 5;2013;10;Sudeste asiático;Filipinas;Manila;Mall of Asia Arena;20000; Sin datos ; Sin datos 
Super Junior;Super Show 5;2013;11;México;México;Ciudad de México;Arena Ciudad de México;22300; Sin datos ; Sin datos 
Super Junior;Super Show 5;2013;11;Europa;Inglaterra;Londres;Wembley Arena;90000; Sin datos ; Sin datos 
Super Junior;Super Show 5;2013;12;Japón;Japón;Osaka;Kyocera Dome;55000; Sin datos ; Sin datos 
Super Junior;Super Show 5;2013;11;Sudeste asiático;Malasia;Kuala Lumpur;Putra Indoor Stadium;10000; Sin datos ; Sin datos 
Super Junior;Super Show 5;2013;11;China;China;Macao;Cotai Arena;14000; Sin datos ; Sin datos 
Super Junior;Super Show 5;2014;2;China;China;Pekín;Capital Indoor Stadium;17340; Sin datos ; Sin datos 
Super Junior;Super Show 6;2014;9;Corea del Sur;Corea del Sur;Seúl;Jamsil Indoor Stadium;11000; Sin datos ; Sin datos 
Super Junior;Super Show 6;2014;10;Japón;Japón;Fukuoka;Marinne Messe ;13000; Sin datos ; Sin datos 
Super Junior;Super Show 6;2014;10;Japón;Japón;Tokio;Tokyo Dome;55000; Sin datos ; Sin datos 
Super Junior;Super Show 6;2014;11;China;China;Hong Kong;Asia World Arena;14000; Sin datos ; Sin datos 
Super Junior;Super Show 6;2014;11;China;China;Shanghái;Mercedes-Benz Arena;17000; Sin datos ; Sin datos 
Super Junior;Super Show 6;2015;1;Sudeste asiático;Tailandia;Bangkok;Impact Arena;12000; Sin datos ; Sin datos 
Super Junior;Super Show 6;2015;1;Sudeste asiático;Singapur;Kallang;Singapore Indoor Stadium;12000; Sin datos ; Sin datos 
Super Junior;Super Show 6;2015;3;China;China;Macao;Cotai Arena;14000; Sin datos ; Sin datos 
Super Junior;Super Show 6;2015;3;Sudeste asiático;Malasia;Kuala Lumpur;Putra Indoor Stadium;10000; Sin datos ; Sin datos 
Super Junior;Super Show 6;2015;4;Sudeste asiático;Indonesia;Yakarta;ICE BSD City;10000; Sin datos ; Sin datos 
Super Junior;Super Show 6;2015;4;China;China;Nankín;Nanjing Olympic Sports Center Gymnasium;13000; Sin datos ; Sin datos 
Super Junior;Super Show 6;2015;7;Japón;Japón;Osaka;Kyocera Dome;55000; Sin datos ; Sin datos 
Super Junior;Super Show 7;2017;12;Corea del Sur;Corea del Sur;Seúl;Jamsil Indoor Stadium;11000; $105,00 ; Sin datos 
I-DLE;Just Me ()IDLE;2022;9;Sudeste asiático;Filipinas;Manila;New Frontier Theater;1500;60;200
Super Junior;Super Show 7;2018;1;Sudeste asiático;Tailandia;Bangkok;Impact Arena;12000; Sin datos ; Sin datos 
Super Junior;Super Show 7;2018;2;China;China;Hong Kong;Asia World Arena;14000; Sin datos ; Sin datos 
Super Junior;Super Show 7;2018;3;China;Taiwán;Taipéi;Taipei Arena;15000; Sin datos ; Sin datos 
Super Junior;Super Show 7;2018;4;América Latina;Argentina;Buenos Aires;Luna Park;8400; Sin datos ; Sin datos 
I-DLE;Just Me ()IDLE;2022;9;Japón;Japón;Tokio;Toyosu Pit;1500;70;150
I-DLE;Just Me ()IDLE;2022;9;Japón;Japón;Tokio;Toyosu Pit;1500;70;150
Super Junior;Super Show 7;2018;4;México;México;Ciudad de México;Arena Ciudad de México;22300; Sin datos ; Sin datos 
Super Junior;Super Show 7;2018;5;China;China;Macao;Cotai Arena;14000; Sin datos ; Sin datos 
Super Junior;Super Show 7;2018;5;Sudeste asiático;Filipinas;Manila;Mall of Asia Arena;20000; Sin datos ; Sin datos 
Super Junior;Super Show 7;2018;11;Sudeste asiático;Tailandia;Bangkok;Impact Challenger Hall;12000; Sin datos ; Sin datos 
Super Junior;Super Show 7;2018;11;Japón;Japón;Tokio;Tokyo Dome;55000; Sin datos ; Sin datos 
Super Junior;Super Show 7S Encore;2019;3;Corea del Sur;Corea del Sur;Seúl;KSPO Dome (antes Olympic Gymnastics Arena);15000; Sin datos ; Sin datos 
Super Junior;Super Show 7S Encore;2019;6;Sudeste asiático;Indonesia;Yakarta;Indonesia Convention Exhibition (ICE);10000; Sin datos ; Sin datos 
I-DLE;Just Me ()IDLE;2022;10;Sudeste asiático;Singapur;Singapur;The Star Theatre;5000;70;150
Super Junior;Super Show 8;2019;10;Corea del Sur;Corea del Sur;Seúl;KSPO Dome;15000; Sin datos ; Sin datos 
